poll_id,survey_date,surveyor,client,method,sample_size,region,target,response_rate,margin_of_error,confidence_level,weighting,candidate_name,party,support_rate
6,2026-01-19~21,(주)여론조사꽃,(주)여론조사꽃,CATI,2008,서울특별시,서울시 거주 만 18세 이상 남녀,9.00%,±2.2%p,95%,성·연령·지역별 가중(셀가중),서영교,더불어민주당,4.8
6,2026-01-19~21,(주)여론조사꽃,(주)여론조사꽃,CATI,2008,서울특별시,서울시 거주 만 18세 이상 남녀,9.00%,±2.2%p,95%,성·연령·지역별 가중(셀가중),박홍근,더불어민주당,1.6
6,2026-01-19~21,(주)여론조사꽃,(주)여론조사꽃,CATI,2008,서울특별시,서울시 거주 만 18세 이상 남녀,9.00%,±2.2%p,95%,성·연령·지역별 가중(셀가중),전현희,더불어민주당,1.4
6,2026-01-19~21,(주)여론조사꽃,(주)여론조사꽃,CATI,2008,서울특별시,서울시 거주 만 18세 이상 남녀,9.00%,±2.2%p,95%,성·연령·지역별 가중(셀가중),김영배,더불어민주당,0.6
7,2026-01-19~21,(주)여론조사꽃,(주)여론조사꽃,CATI,2008,서울특별시,서울시 거주 만 18세 이상 남녀,9.00%,±2.2%p,95%,성·연령·지역별 가중(셀가중),오세훈,국민의힘,21.5
7,2026-01-19~21,(주)여론조사꽃,(주)여론조사꽃,CATI,2008,서울특별시,서울시 거주 만 18세 이상 남녀,9.00%,±2.2%p,95%,성·연령·지역별 가중(셀가중),나경원,국민의힘,10.5
7,2026-01-19~21,(주)여론조사꽃,(주)여론조사꽃,CATI,2008,서울특별시,서울시 거주 만 18세 이상 남녀,9.00%,±2.2%p,95%,성·연령·지역별 가중(셀가중),한동훈,국민의힘,7.6
7,2026-01-19~21,(주)여론조사꽃,(주)여론조사꽃,CATI,2008,서울특별시,서울시 거주 만 18세 이상 남녀,9.00%,±2.2%p,95%,성·연령·지역별 가중(셀가중),신동욱,국민의힘,1.9
7,2026-01-19~21,(주)여론조사꽃,(주)여론조사꽃,CATI,2008,서울특별시,서울시 거주 만 18세 이상 남녀,9.00%,±2.2%p,95%,성·연령·지역별 가중(셀가중),조은희,국민의힘,1.9
7,2026-01-19~21,(주)여론조사꽃,(주)여론조사꽃,CATI,2008,서울특별시,서울시 거주 만 18세 이상 남녀,9.00%,±2.2%p,95%,성·연령·지역별 가중(셀가중),조정훈,국민의힘,1.3
8,2026-01-19~21,(주)여론조사꽃,(주)여론조사꽃,CATI,2008,서울특별시,서울시 거주 만 18세 이상 남녀,9.00%,±2.2%p,95%,성·연령·지역별 가중(셀가중),박주민,더불어민주당,46.9
8,2026-01-19~21,(주)여론조사꽃,(주)여론조사꽃,CATI,2008,서울특별시,서울시 거주 만 18세 이상 남녀,9.00%,±2.2%p,95%,성·연령·지역별 가중(셀가중),나경원,국민의힘,28.1
9,2026-01-19~21,(주)여론조사꽃,(주)여론조사꽃,CATI,2008,서울특별시,서울시 거주 만 18세 이상 남녀,9.00%,±2.2%p,95%,성·연령·지역별 가중(셀가중),정원오,더불어민주당,45.9
9,2026-01-19~21,(주)여론조사꽃,(주)여론조사꽃,CATI,2008,서울특별시,서울시 거주 만 18세 이상 남녀,9.00%,±2.2%p,95%,성·연령·지역별 가중(셀가중),나경원,국민의힘,27.5
10,2026-01-16~17,미디어토마토,뉴스토마토,무선 ARS 전화조사 (가상번호 100%),1003,울산광역시,울산시 거주 만 18세 이상 남녀,6.40%,±3.1%p,95%,성·연령·지역별 가중(셀가중),김두겸,국민의힘,38.9
10,2026-01-16~17,미디어토마토,뉴스토마토,무선 ARS 전화조사 (가상번호 100%),1003,울산광역시,울산시 거주 만 18세 이상 남녀,6.40%,±3.1%p,95%,성·연령·지역별 가중(셀가중),김상욱,더불어민주당,20.5
10,2026-01-16~17,미디어토마토,뉴스토마토,무선 ARS 전화조사 (가상번호 100%),1003,울산광역시,울산시 거주 만 18세 이상 남녀,6.40%,±3.1%p,95%,성·연령·지역별 가중(셀가중),김종훈,진보당,11.7
10,2026-01-16~17,미디어토마토,뉴스토마토,무선 ARS 전화조사 (가상번호 100%),1003,울산광역시,울산시 거주 만 18세 이상 남녀,6.40%,±3.1%p,95%,성·연령·지역별 가중(셀가중),이선호,무소속,10.5
10,2026-01-16~17,미디어토마토,뉴스토마토,무선 ARS 전화조사 (가상번호 100%),1003,울산광역시,울산시 거주 만 18세 이상 남녀,6.40%,±3.1%p,95%,성·연령·지역별 가중(셀가중),송철호,더불어민주당,6.8
11,2026-01-16~17,미디어토마토,뉴스토마토,무선 ARS 전화조사 (가상번호 100%),1003,울산광역시,울산시 거주 만 18세 이상 남녀,6.40%,±3.1%p,95%,성·연령·지역별 가중(셀가중),김두겸,국민의힘,41.1
11,2026-01-16~17,미디어토마토,뉴스토마토,무선 ARS 전화조사 (가상번호 100%),1003,울산광역시,울산시 거주 만 18세 이상 남녀,6.40%,±3.1%p,95%,성·연령·지역별 가중(셀가중),김상욱,더불어민주당,32.4
11,2026-01-16~17,미디어토마토,뉴스토마토,무선 ARS 전화조사 (가상번호 100%),1003,울산광역시,울산시 거주 만 18세 이상 남녀,6.40%,±3.1%p,95%,성·연령·지역별 가중(셀가중),김종훈,진보당,12.6
12,2026-01-16~17,(주)코리아정보리서치,뉴시스,무선 ARS 전화조사 (가상번호 100%),504,강원특별자치도 강릉시,강릉시 거주 만 18세 이상 남녀,3.10%,±4.4%p,95%,성·연령·지역별 가중(셀가중),권혁열,국민의힘,12.2
12,2026-01-16~17,(주)코리아정보리서치,뉴시스,무선 ARS 전화조사 (가상번호 100%),504,강원특별자치도 강릉시,강릉시 거주 만 18세 이상 남녀,3.10%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김중남,더불어민주당,20.9
12,2026-01-16~17,(주)코리아정보리서치,뉴시스,무선 ARS 전화조사 (가상번호 100%),504,강원특별자치도 강릉시,강릉시 거주 만 18세 이상 남녀,3.10%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김한근,더불어민주당,16.5
12,2026-01-16~17,(주)코리아정보리서치,뉴시스,무선 ARS 전화조사 (가상번호 100%),504,강원특별자치도 강릉시,강릉시 거주 만 18세 이상 남녀,3.10%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김현수,더불어민주당,7.2
12,2026-01-16~17,(주)코리아정보리서치,뉴시스,무선 ARS 전화조사 (가상번호 100%),504,강원특별자치도 강릉시,강릉시 거주 만 18세 이상 남녀,3.10%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김홍규,국민의힘,15.4
12,2026-01-16~17,(주)코리아정보리서치,뉴시스,무선 ARS 전화조사 (가상번호 100%),504,강원특별자치도 강릉시,강릉시 거주 만 18세 이상 남녀,3.10%,±4.4%p,95%,성·연령·지역별 가중(셀가중),심영섭,국민의힘,9.9
12,2026-01-16~17,(주)코리아정보리서치,뉴시스,무선 ARS 전화조사 (가상번호 100%),504,강원특별자치도 강릉시,강릉시 거주 만 18세 이상 남녀,3.10%,±4.4%p,95%,성·연령·지역별 가중(셀가중),최익순,국민의힘,4.6
13,2026-01-09~10,(주)리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),803,인천광역시,인천시 거주 만 18세 이상 남녀,6.50%,±3.5%p,95%,성·연령·지역별 가중(셀가중),박찬대,더불어민주당,40.5
13,2026-01-09~10,(주)리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),803,인천광역시,인천시 거주 만 18세 이상 남녀,6.50%,±3.5%p,95%,성·연령·지역별 가중(셀가중),박남춘,더불어민주당,9.8
13,2026-01-09~10,(주)리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),803,인천광역시,인천시 거주 만 18세 이상 남녀,6.50%,±3.5%p,95%,성·연령·지역별 가중(셀가중),김교흥,더불어민주당,5.4
13,2026-01-09~10,(주)리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),803,인천광역시,인천시 거주 만 18세 이상 남녀,6.50%,±3.5%p,95%,성·연령·지역별 가중(셀가중),정일영,더불어민주당,4
14,2026-01-09~10,(주)리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),803,인천광역시,인천시 거주 만 18세 이상 남녀,6.50%,±3.5%p,95%,성·연령·지역별 가중(셀가중),유정복,국민의힘,29.2
14,2026-01-09~10,(주)리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),803,인천광역시,인천시 거주 만 18세 이상 남녀,6.50%,±3.5%p,95%,성·연령·지역별 가중(셀가중),윤상현,국민의힘,9
14,2026-01-09~10,(주)리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),803,인천광역시,인천시 거주 만 18세 이상 남녀,6.50%,±3.5%p,95%,성·연령·지역별 가중(셀가중),이학재,국민의힘,8.7
14,2026-01-09~10,(주)리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),803,인천광역시,인천시 거주 만 18세 이상 남녀,6.50%,±3.5%p,95%,성·연령·지역별 가중(셀가중),배준영,국민의힘,5.2
15,2026-01-09~10,(주)리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),803,인천광역시,인천시 거주 만 18세 이상 남녀,6.50%,±3.5%p,95%,성·연령·지역별 가중(셀가중),김교흥,더불어민주당,39.3
15,2026-01-09~10,(주)리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),803,인천광역시,인천시 거주 만 18세 이상 남녀,6.50%,±3.5%p,95%,성·연령·지역별 가중(셀가중),유정복,국민의힘,37.2
16,2026-01-09~10,(주)리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),803,인천광역시,인천시 거주 만 18세 이상 남녀,6.50%,±3.5%p,95%,성·연령·지역별 가중(셀가중),박남춘,더불어민주당,41.9
16,2026-01-09~10,(주)리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),803,인천광역시,인천시 거주 만 18세 이상 남녀,6.50%,±3.5%p,95%,성·연령·지역별 가중(셀가중),유정복,국민의힘,37.1
17,2026-01-09~10,(주)리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),803,인천광역시,인천시 거주 만 18세 이상 남녀,6.50%,±3.5%p,95%,성·연령·지역별 가중(셀가중),박찬대,더불어민주당,51.2
17,2026-01-09~10,(주)리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),803,인천광역시,인천시 거주 만 18세 이상 남녀,6.50%,±3.5%p,95%,성·연령·지역별 가중(셀가중),유정복,국민의힘,37.1
18,2026-01-15~17,(주)이너텍시스템즈,뉴시스,무선 ARS 전화조사 (가상번호 100%),1008,경상북도 포항시,포항시 거주 만 18세 이상 남녀,3.00%,±3.1%p,95%,성·연령·지역별 가중(셀가중),박승호,국민의힘,19
18,2026-01-15~17,(주)이너텍시스템즈,뉴시스,무선 ARS 전화조사 (가상번호 100%),1008,경상북도 포항시,포항시 거주 만 18세 이상 남녀,3.00%,±3.1%p,95%,성·연령·지역별 가중(셀가중),김병욱,국민의힘,17.4
18,2026-01-15~17,(주)이너텍시스템즈,뉴시스,무선 ARS 전화조사 (가상번호 100%),1008,경상북도 포항시,포항시 거주 만 18세 이상 남녀,3.00%,±3.1%p,95%,성·연령·지역별 가중(셀가중),공원식,국민의힘,12.8
18,2026-01-15~17,(주)이너텍시스템즈,뉴시스,무선 ARS 전화조사 (가상번호 100%),1008,경상북도 포항시,포항시 거주 만 18세 이상 남녀,3.00%,±3.1%p,95%,성·연령·지역별 가중(셀가중),이칠구,국민의힘,8.1
18,2026-01-15~17,(주)이너텍시스템즈,뉴시스,무선 ARS 전화조사 (가상번호 100%),1008,경상북도 포항시,포항시 거주 만 18세 이상 남녀,3.00%,±3.1%p,95%,성·연령·지역별 가중(셀가중),안승대,국민의힘,7.6
18,2026-01-15~17,(주)이너텍시스템즈,뉴시스,무선 ARS 전화조사 (가상번호 100%),1008,경상북도 포항시,포항시 거주 만 18세 이상 남녀,3.00%,±3.1%p,95%,성·연령·지역별 가중(셀가중),김일만,국민의힘,5.9
19,2026-01-15~17,(주)이너텍시스템즈,뉴시스,무선 ARS 전화조사 (가상번호 100%),1008,경상북도 포항시,포항시 거주 만 18세 이상 남녀,3.00%,±3.1%p,95%,성·연령·지역별 가중(셀가중),김병욱,국민의힘,30.1
19,2026-01-15~17,(주)이너텍시스템즈,뉴시스,무선 ARS 전화조사 (가상번호 100%),1008,경상북도 포항시,포항시 거주 만 18세 이상 남녀,3.00%,±3.1%p,95%,성·연령·지역별 가중(셀가중),공원식,국민의힘,22.1
20,2026-01-15~17,(주)이너텍시스템즈,뉴시스,무선 ARS 전화조사 (가상번호 100%),1008,경상북도 포항시,포항시 거주 만 18세 이상 남녀,3.00%,±3.1%p,95%,성·연령·지역별 가중(셀가중),박승호,국민의힘,30.6
20,2026-01-15~17,(주)이너텍시스템즈,뉴시스,무선 ARS 전화조사 (가상번호 100%),1008,경상북도 포항시,포항시 거주 만 18세 이상 남녀,3.00%,±3.1%p,95%,성·연령·지역별 가중(셀가중),공원식,국민의힘,23.6
21,2026-01-15~17,(주)이너텍시스템즈,뉴시스,무선 ARS 전화조사 (가상번호 100%),1008,경상북도 포항시,포항시 거주 만 18세 이상 남녀,3.00%,±3.1%p,95%,성·연령·지역별 가중(셀가중),박승호,국민의힘,30.2
21,2026-01-15~17,(주)이너텍시스템즈,뉴시스,무선 ARS 전화조사 (가상번호 100%),1008,경상북도 포항시,포항시 거주 만 18세 이상 남녀,3.00%,±3.1%p,95%,성·연령·지역별 가중(셀가중),김병욱,국민의힘,28.1
22,2026-01-18~20,KOPRA,북경기신문,무선 ARS 전화조사 (가상번호 100%),501,경기도 의정부시,의정부시 거주 만 18세 이상 남녀,2.00%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김원기,더불어민주당,17.8
22,2026-01-18~20,KOPRA,북경기신문,무선 ARS 전화조사 (가상번호 100%),501,경기도 의정부시,의정부시 거주 만 18세 이상 남녀,2%,±4.4%p,95%,성·연령·지역별 가중(셀가중),안병용,더불어민주당,15.9
22,2026-01-18~20,KOPRA,북경기신문,무선 ARS 전화조사 (가상번호 100%),501,경기도 의정부시,의정부시 거주 만 18세 이상 남녀,2%,±4.4%p,95%,성·연령·지역별 가중(셀가중),오석규,더불어민주당,5.8
22,2026-01-18~20,KOPRA,북경기신문,무선 ARS 전화조사 (가상번호 100%),501,경기도 의정부시,의정부시 거주 만 18세 이상 남녀,2%,±4.4%p,95%,성·연령·지역별 가중(셀가중),심화섭,더불어민주당,3.6
23,2026-01-18~20,KOPRA,북경기신문,무선 ARS 전화조사 (가상번호 100%),501,경기도 의정부시,의정부시 거주 만 18세 이상 남녀,2.00%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김동근,국민의힘,37.4
23,2026-01-18~20,KOPRA,북경기신문,무선 ARS 전화조사 (가상번호 100%),501,경기도 의정부시,의정부시 거주 만 18세 이상 남녀,2%,±4.4%p,95%,성·연령·지역별 가중(셀가중),임호석,국민의힘,7.6
23,2026-01-18~20,KOPRA,북경기신문,무선 ARS 전화조사 (가상번호 100%),501,경기도 의정부시,의정부시 거주 만 18세 이상 남녀,2%,±4.4%p,95%,성·연령·지역별 가중(셀가중),박성복,국민의힘,3.9
24,2026-01-18~20,KOPRA,북경기신문,무선 ARS 전화조사 (가상번호 100%),501,경기도 의정부시,의정부시 거주 만 18세 이상 남녀,2.00%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김원기,더불어민주당,37.4
24,2026-01-18~20,KOPRA,북경기신문,무선 ARS 전화조사 (가상번호 100%),501,경기도 의정부시,의정부시 거주 만 18세 이상 남녀,2%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김동근,국민의힘,38.6
25,2026-01-18~20,KOPRA,북경기신문,무선 ARS 전화조사 (가상번호 100%),501,경기도 의정부시,의정부시 거주 만 18세 이상 남녀,2.00%,±4.4%p,95%,성·연령·지역별 가중(셀가중),안병용,더불어민주당,32.6
25,2026-01-18~20,KOPRA,북경기신문,무선 ARS 전화조사 (가상번호 100%),501,경기도 의정부시,의정부시 거주 만 18세 이상 남녀,2%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김동근,국민의힘,44.4
26,2026-01-18~20,KOPRA,북경기신문,무선 ARS 전화조사 (가상번호 100%),501,경기도 의정부시,의정부시 거주 만 18세 이상 남녀,2.00%,±4.4%p,95%,성·연령·지역별 가중(셀가중),심화섭,더불어민주당,32.2
26,2026-01-18~20,KOPRA,북경기신문,무선 ARS 전화조사 (가상번호 100%),501,경기도 의정부시,의정부시 거주 만 18세 이상 남녀,2%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김동근,국민의힘,41.7
27,2026-01-09~10,리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),502,경기도 성남시,성남시 거주 만 18세 이상 남녀,6.30%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김병욱,더불어민주당,27.8
27,2026-01-09~10,리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),502,경기도 성남시,성남시 거주 만 18세 이상 남녀,6.30%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김지호,더불어민주당,11.5
28,2026-01-09~10,리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),502,경기도 성남시,성남시 거주 만 18세 이상 남녀,6.30%,±4.4%p,95%,성·연령·지역별 가중(셀가중),신상진,국민의힘,31.4
28,2026-01-09~10,리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),502,경기도 성남시,성남시 거주 만 18세 이상 남녀,6.30%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김민수,국민의힘,18.2
29,2026-01-09~10,리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),502,경기도 성남시,성남시 거주 만 18세 이상 남녀,6.30%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김병욱,더불어민주당,45.3
29,2026-01-09~10,리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),502,경기도 성남시,성남시 거주 만 18세 이상 남녀,6.30%,±4.4%p,95%,성·연령·지역별 가중(셀가중),신상진,국민의힘,40.7
30,2026-01-09~10,리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),502,경기도 성남시,성남시 거주 만 18세 이상 남녀,6.30%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김지호,더불어민주당,34.8
30,2026-01-09~10,리얼미터,오마이뉴스,무선 ARS 전화조사 (가상번호 100%),502,경기도 성남시,성남시 거주 만 18세 이상 남녀,6.30%,±4.4%p,95%,성·연령·지역별 가중(셀가중),신상진,국민의힘,41.9
31,2026-01-05~06,(주)이너텍시스템즈,과천시대신문,무선 ARS 전화조사 (가상번호 100%),502,경기도 과천시,과천시 거주 만 18세 이상 남녀,4.60%,±4.4%p,95%,성·연령·지역별 가중(셀가중),신계용,국민의힘,39.1
31,2026-01-05~06,(주)이너텍시스템즈,과천시대신문,무선 ARS 전화조사 (가상번호 100%),502,경기도 과천시,과천시 거주 만 18세 이상 남녀,4.60%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김진웅,국민의힘,20.9
31,2026-01-05~06,(주)이너텍시스템즈,과천시대신문,무선 ARS 전화조사 (가상번호 100%),502,경기도 과천시,과천시 거주 만 18세 이상 남녀,4.60%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김종천,더불어민주당,17
31,2026-01-05~06,(주)이너텍시스템즈,과천시대신문,무선 ARS 전화조사 (가상번호 100%),502,경기도 과천시,과천시 거주 만 18세 이상 남녀,4.60%,±4.4%p,95%,성·연령·지역별 가중(셀가중),제갈임주,더불어민주당,7
32,2026-01-05~06,(주)이너텍시스템즈,과천시대신문,무선 ARS 전화조사 (가상번호 100%),502,경기도 과천시,과천시 거주 만 18세 이상 남녀,4.60%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김종천,더불어민주당,25.4
32,2026-01-05~06,(주)이너텍시스템즈,과천시대신문,무선 ARS 전화조사 (가상번호 100%),502,경기도 과천시,과천시 거주 만 18세 이상 남녀,4.60%,±4.4%p,95%,성·연령·지역별 가중(셀가중),제갈임주,더불어민주당,17.5
33,2026-01-05~06,(주)이너텍시스템즈,과천시대신문,무선 ARS 전화조사 (가상번호 100%),502,경기도 과천시,과천시 거주 만 18세 이상 남녀,4.60%,±4.4%p,95%,성·연령·지역별 가중(셀가중),신계용,국민의힘,47.9
33,2026-01-05~06,(주)이너텍시스템즈,과천시대신문,무선 ARS 전화조사 (가상번호 100%),502,경기도 과천시,과천시 거주 만 18세 이상 남녀,4.60%,±4.4%p,95%,성·연령·지역별 가중(셀가중),김진웅,국민의힘,26.4
34,2026-01-09~10,(주)코리아정보리서치,충청신문사,무선 ARS 전화조사 (가상번호 100%),504,충청남도 계룡시,계룡시 거주 만 18세 이상 남녀,4.90%,±4.4%p,95%,성·연령·지역별 가중(셀가중),박춘엽,더불어민주당,8.5
34,2026-01-09~11,(주)코리아정보리서치,충청신문사,무선 ARS 전화조사 (가상번호 100%),504,충청남도 계룡시,계룡시 거주 만 18세 이상 남녀,4.90%,±4.4%p,95%,성·연령·지역별 가중(셀가중),이응우,국민의힘,28.5
34,2026-01-09~12,(주)코리아정보리서치,충청신문사,무선 ARS 전화조사 (가상번호 100%),504,충청남도 계룡시,계룡시 거주 만 18세 이상 남녀,4.90%,±4.4%p,95%,성·연령·지역별 가중(셀가중),조광국,더불어민주당,11
